"Type","Classification","Flow_Substance","Flow_Rate_m3_day","Stabilized_Shut_In_Pressure_kPa","Source_Depth_mkb","Ground_Water_Base_mkb"
"Vent Flow","Non Serious","Gas",0.19,801,225,301.4
"Vent Flow","Non Serious","Gas",159.4,1079,0,437.21
"Vent Flow","Non Serious","Gas",0.87,22,341,165
"Vent Flow","Serious","Gas",0.28,265,333,206.4
"Vent Flow","Non Serious","Gas",1.61,104,420,192.9
"Vent Flow","Non Serious","Gas",0.1,127,0,125.74
"Vent Flow","Non Serious","Gas",0.7,1161,0,134.4
"Vent Flow","Non Serious","Gas",9.1,47,1599,600
"Vent Flow","Non Serious","Gas",6.28,93,369,503.5
"Vent Flow","Serious","Gas",89.8,1020,358,89
"Vent Flow","Serious","Gas",34.08,2011,2,152.1
"Vent Flow","Non Serious","Gas",34.56,210,485,600
"Vent Flow","Serious","Non-Saline",1.8,45,290,304
"Vent Flow","Non Serious","Gas",0.24,60,296,118
"Vent Flow","Non Serious","Gas",0.29,50,329,118
"Vent Flow","Non Serious","Gas",0,7,0,0
"Vent Flow","Non Serious","Gas",0,770,0,0
"Vent Flow","Non Serious","Gas",0,154,0,0
"Vent Flow","Non Serious","Gas",0,42,0,0
"Vent Flow","Non Serious","Gas",0,104,0,0
"Vent Flow","Non Serious","Gas",1,318,0,0
"Vent Flow","Non Serious","Not Converted",0,85,0,0
"Vent Flow","Non Serious","Gas",5,100,0,0
"Vent Flow","Non Serious","Gas",0,290,0,0
"Vent Flow","Non Serious","Gas",0,572,0,0
"Vent Flow","Non Serious","Gas",0,320,0,193.2
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,10,0,228
"Vent Flow","Non Serious","Gas",0,96,0,0
"Vent Flow","Non Serious","Gas",0,179,0,100.2
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,20,0,0
"Vent Flow","Non Serious","Gas",0,10,0,308
"Vent Flow","Non Serious","Gas",6.1,763,0,223.05
"Vent Flow","Non Serious","Gas",8,15,410,470.8
"Vent Flow","Non Serious","Gas",3.13,229,455,461.4
"Vent Flow","Non Serious","Gas",0.15,16,325,184
"Vent Flow","Non Serious","Gas",0.03,2,327,642.24
"Vent Flow","Non Serious","Gas",0.6,451,605.3,523
"Vent Flow","Non Serious","Gas",3.84,1,250,260.9
"Vent Flow","Serious","Non-Saline",0.03,151,340,277.97
"Vent Flow","Serious","Gas",83.2,2065,285,81.7
"Vent Flow","Non Serious","Gas",1,60,207.5,449.4
"Vent Flow","Non Serious","Gas",1,1,300,0
"Vent Flow","Non Serious","Gas",0,130,0,0
"Vent Flow","Non Serious","Gas",4,762,0,0
"Vent Flow","Non Serious","Gas",34,896,210,174.5
"Vent Flow","Non Serious","Gas",0,800,0,0
"Vent Flow","Serious","Gas",9999,2020,0,0
"Vent Flow","Non Serious","Gas",9,68,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Serious","Gas",2766,1325,0,0
"Vent Flow","Serious","Gas",0,0,0,0
"Vent Flow","Serious","Gas",0,0,0,0
"Vent Flow/Gas Migration","Serious","Gas",0.12,13,0,90.2
"Vent Flow","Non Serious","Gas",0.8,80,42,349.98
"Vent Flow","Non Serious","Gas",39,1462,663,431.2
"Vent Flow","Serious","Gas",1.57,359,80,374.28
"Vent Flow","Non Serious","Gas",2.83,214,140,472.41
"Vent Flow","Non Serious","Gas",0.62,115,0,120.21
"Vent Flow","Non Serious","Gas",4.39,37,300,123.6
"Vent Flow","Non Serious","Gas",1.53,492,585,196
"Vent Flow","Serious","Gas",3.1,116,0,375
"Vent Flow","Non Serious","Gas",1,400,254,161.3
"Vent Flow","Serious","Gas",1.6,60,515,234
"Vent Flow","Serious","Gas",18.35,1380,126,141
"Vent Flow","Non Serious","Gas",8,1496,0,0
"Vent Flow","Non Serious","Gas",10,586,0,0
"Vent Flow","Non Serious","Gas",40,200,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Serious","Gas",319,296,0,0
"Vent Flow","Non Serious","Gas",39,0,0,0
"Vent Flow","Non Serious","Gas",58,175,0,0
"Vent Flow","Non Serious","Gas",0,15,0,0
"Vent Flow","Non Serious","Gas",197,1241,0,0
"Vent Flow","Non Serious","Gas",0.21,1,93,95.58
"Vent Flow","Non Serious","Gas",0.11,113,225,610.13
"Vent Flow","Non Serious","Gas",147,1062,364,191.5
"Vent Flow","Non Serious","Gas",0.31,142,279,306.8
"Vent Flow","Non Serious","Gas",0.07,822,0,124.04
"Vent Flow","Non Serious","Gas",3,786,0,114.4
"Vent Flow","Non Serious","Gas",3.28,189,2670,368.74
"Vent Flow","Non Serious","Gas",1.4,1018,420,224.1
"Vent Flow","Non Serious","Gas",50.02,159,300,288
"Vent Flow","Non Serious","Gas",191.95,799,458,430
"Vent Flow","Serious","Other",1,0,207.9,958.8
"Vent Flow","Serious","Gas",1680,1995,380,540.1
"Vent Flow","Non Serious","Gas",4.5,970,625,173.35
"Vent Flow","Non Serious","Gas",0.48,350,139,150.45
"Vent Flow","Serious","Gas",6.93,4775,1035,167.5
"Vent Flow","Non Serious","Gas",8.6,98,186.5,185.3
"Vent Flow","Serious","Gas",900,1600,0,0
"Vent Flow","Non Serious","Not Converted",0,70,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",8,200,0,0
"Vent Flow","Non Serious","Gas",0,85,0,0
"Vent Flow","Non Serious","Gas",16,240,0,0
"Vent Flow","Non Serious","Gas",0,700,0,0
"Vent Flow","Non Serious","Gas",0.7,30,223,526.03
"Vent Flow","Non Serious","Gas",0.02,1182,0,139.6
"Vent Flow","Non Serious","Gas",0.03,110,0,125.9
"Vent Flow/Gas Migration","Serious","Gas",0.5,0,405.5,318.95
"Vent Flow","Serious","Gas",30,63,0,182.88
"Vent Flow","Serious","Gas",12.96,2178,200,227.06
"Gas Migration","Non Serious","Gas",0.03,143,836,362
"Vent Flow","Non Serious","Gas",2.21,354,315,489.9
"Vent Flow","Serious","Saline",8,349,296,610
"Vent Flow","Non Serious","Gas",0.7,61,399,183.1
"Vent Flow","Serious","Gas",96.5,2034,570,210.31
"Vent Flow","Serious","Gas",0.01,0,370,178.05
"Vent Flow","Serious","Gas",355.4,497,539,549.1
"Vent Flow","Serious","Gas",162.4,2030,809,297
"Vent Flow","Non Serious","Gas",3,0,119,144.34
"Vent Flow","Serious","Gas",0.01,840,1635.6,300
"Vent Flow","Non Serious","Gas",0,1000,0,0
"Vent Flow","Non Serious","Gas",0,25,0,0
"Vent Flow","Non Serious","Gas",1,60,233,91.4
"Vent Flow","Non Serious","Gas",41,700,0,92.6
"Vent Flow","Non Serious","Gas",0,39,0,0
"Vent Flow","Non Serious","Gas",2,24,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",10,15,0,0
"Vent Flow","Non Serious","Gas",1,60,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",1,195,0,193.9
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",219,225,0,0
"Vent Flow","Non Serious","Gas",0,834,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",299,205,0,0
"Vent Flow","Non Serious","Gas",17,0,0,0
"Vent Flow","Non Serious","Gas",0,206,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,2,0,0
"Vent Flow","Non Serious","Gas",0,59,0,0
"Vent Flow","Non Serious","Gas",0,1,0,0
"Vent Flow","Non Serious","Gas",0,4,0,0
"Vent Flow","Non Serious","Gas",16,468,0,0
"Vent Flow","Non Serious","Gas",0,5,0,0
"Vent Flow","Non Serious","Gas",0,16,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",6,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",4,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",4,248,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Serious","Gas",1045,235,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Usable Water",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Not Converted",0,0,0,0
"Vent Flow","Serious","Gas",87,1550,0,0
"Vent Flow","Serious","Gas",10,2200,0,0
"Vent Flow","Non Serious","Gas",38.77,56,183,354.66
"Vent Flow","Serious","Gas",744,309,285,346.79
"Vent Flow","Non Serious","Gas",5.06,63,420,248.34
"Vent Flow","Serious","Gas",300,345,4.2,396
"Vent Flow","Non Serious","Gas",0.5,117,399,405.1
"Vent Flow","Non Serious","Gas",0.05,0,641.5,236
"Vent Flow","Non Serious","Gas",0.01,141,346,136.8
"Vent Flow","Non Serious","Gas",1.31,191,222,326
"Vent Flow","Non Serious","Gas",2,170,140,100
"Vent Flow","Non Serious","Gas",4.52,359,265,105.6
"Vent Flow","Serious","Saline",0.03,125,590,600
"Vent Flow","Serious","Crude Oil",3,2500,715,501.31
"Vent Flow","Non Serious","Gas",1.1,100,56.5,600
"Vent Flow","Non Serious","Gas",3,80,0,0
"Vent Flow","Non Serious","Gas",4,110,0,160
"Vent Flow","Non Serious","Gas",0,14,0,0
"Vent Flow","Non Serious","Gas",8,924,0,0
"Vent Flow","Non Serious","Gas",13,1415,0,0
"Vent Flow","Serious","Gas",85.25,147,467,432
"Vent Flow","Serious","Gas",18.2,83,620,193
"Vent Flow","Non Serious","Gas",0.02,193,2837.1,600
"Vent Flow","Serious","Gas",0,1680,0,0
"Vent Flow","Non Serious","Gas",1,110,0,0
"Vent Flow","Non Serious","Gas",15,500,0,185.3
"Vent Flow","Non Serious","Gas",2,140,0,187.1
"Vent Flow","Non Serious","Gas",43,255,0,0
"Vent Flow","Non Serious","Gas",0,80,0,0
"Vent Flow","Serious","Gas",481,1040,0,0
"Vent Flow","Non Serious","Gas",0,403,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",1,190,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,924,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,2338,0
"Vent Flow","Serious","Not Converted",0,345,220,0
"Vent Flow","Non Serious","Gas",0.23,385,0,881.14
"Vent Flow","Serious","Saline",14.4,1397,1157,418
"Vent Flow","Serious","Non-Saline",0.1,0,725,604.6
"Vent Flow","Non Serious","Gas",2,650,128.5,556.5
"Vent Flow","Serious","Gas",333.07,193,683,307.9
"Vent Flow","Non Serious","Gas",236.5,1190,94.54,312.1
"Vent Flow","Serious","Gas",2368,300,350,354.09
"Vent Flow","Serious","Other",30,3300,1,17.03
"Vent Flow","Serious","Non-Saline",12,3750,4,195.1
"Vent Flow","Non Serious","Gas",7,19,0,226
"Vent Flow/Gas Migration","Serious","Gas",270,331,351,100
"Vent Flow","Serious","Gas",6.05,0,466,180
"Vent Flow","Non Serious","Gas",27,400,277,360.23
"Vent Flow","Non Serious","Gas",0.07,170,685,160
"Vent Flow","Non Serious","Gas",0,10,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,575,0,0
"Vent Flow","Non Serious","Gas",0,55,0,0
"Vent Flow","Serious","Gas",4,210,0,0
"Vent Flow","Non Serious","Gas",3,252,0,0
"Vent Flow","Serious","Gas",300,1246,0,0
"Vent Flow","Non Serious","Gas",1,10,501,0
"Vent Flow","Non Serious","Gas",1,1228,0,0
"Vent Flow","Non Serious","Gas",1,159,0,0
"Vent Flow","Serious","Gas",42,350,0,0
"Vent Flow","Non Serious","Gas",0,58,0,0
"Vent Flow","Non Serious","Gas",2,0,0,0
"Vent Flow","Non Serious","Gas",18.5,668,308,137
"Vent Flow","Non Serious","Gas",67.61,109,430,327.8
"Vent Flow","Non Serious","Gas",11.44,178,525,413.7
"Vent Flow","Serious","Gas",46.2,1353,50.7,259.2
"Vent Flow","Non Serious","Gas",9.24,234,332.3,353.5
"Vent Flow","Non Serious","Gas",0.4,427,0,304.7
"Vent Flow","Non Serious","Gas",1.4,285,356,436
"Vent Flow","Non Serious","Gas",0.1,393,0,311.2
"Vent Flow","Serious","Gas",468.4,107,1.5,178.6
"Vent Flow","Non Serious","Gas",2.4,0,455,252.3
"Vent Flow","Serious","Gas",9.6,1255,169.5,205.1
"Vent Flow","Non Serious","Gas",0.1,0,661,58
"Vent Flow","Serious","Gas",195.2,312,400,540.4
"Vent Flow","Serious","Gas",1.94,454,353.5,96.8
"Vent Flow/Gas Migration","Serious","Gas",2.9,735,381,97.1
"Vent Flow","Non Serious","Gas",0,135,0,0
"Vent Flow","Non Serious","Gas",42,1204,0,0
"Vent Flow","Non Serious","Gas",31,615,0,0
"Vent Flow","Non Serious","Gas",50,1100,326.5,213
"Vent Flow","Non Serious","Gas",0.02,32,2719,345
"Vent Flow","Serious","Gas",6,110,0,0
"Vent Flow","Non Serious","Gas",1,60,0,0
"Vent Flow","Non Serious","Not Converted",0,95,0,0
"Vent Flow","Non Serious","Gas",2,100,0,0
"Vent Flow","Non Serious","Gas",129,0,398,0
"Vent Flow","Non Serious","Gas",0,205,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Not Converted",0,0,0,0
"Vent Flow","Serious","Gas",0.2,322,415,433.96
"Vent Flow","Non Serious","Gas",64.4,183,397,326
"Vent Flow","Serious","Gas",2.32,2409,265.5,77.75
"Vent Flow","Non Serious","Gas",0.14,50,731,60.9
"Vent Flow","Serious","Saline",1.36,294,200,55.04
"Vent Flow/Gas Migration","Serious","Gas",0.29,18,141,103.27
"Vent Flow","Serious","Gas",29,131,155,179.9
"Vent Flow","Non Serious","Gas",0,1190,0,175
"Vent Flow","Non Serious","Usable Water",0,263,0,0
"Vent Flow","Non Serious","Gas",0,240,0,0
"Vent Flow","Non Serious","Gas",0,390,0,0
"Vent Flow","Serious","Gas",0,1200,0,0
"Vent Flow","Non Serious","Gas",4,90,0,0
"Vent Flow","Non Serious","Gas",1,800,0,0
"Vent Flow","Non Serious","Gas",11,314,0,0
"Vent Flow","Non Serious","Gas",17,185,0,191.1
"Vent Flow","Serious","Gas",840,1000,0,0
"Vent Flow","Non Serious","Gas",0,1792,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",199,280,0,0
"Vent Flow","Non Serious","Not Converted",0,0,0,0
"Vent Flow","Non Serious","Gas",30.67,348,0,80.25
"Vent Flow","Non Serious","Gas",0.93,477,113,111.3
"Vent Flow","Serious","Gas",30.43,1496,172,121
"Vent Flow","Serious","Gas",1.04,1823,244,153.2
"Vent Flow","Non Serious","Gas",0.01,10,457,385.5
"Vent Flow","Serious","Gas",64.56,1675,1,356.8
"Vent Flow","Non Serious","Gas",0.33,37,250,107.57
"Vent Flow","Non Serious","Gas",1.05,1,115,144
"Vent Flow","Non Serious","Gas",0.5,613,275,140.4
"Vent Flow","Serious","Gas",4.1,1063,610,193.5
"Vent Flow","Serious","Gas",1,1450,0,0
"Vent Flow","Non Serious","Gas",0,50,0,0
"Vent Flow","Non Serious","Gas",197,724,0,0
"Vent Flow","Non Serious","Gas",141,0,390,0
"Vent Flow","Non Serious","Not Converted",0,840,0,0
"Vent Flow","Serious","Gas",648,455,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Not Converted",2,159,0,0
"Vent Flow","Non Serious","Gas",87,959,0,0
"Vent Flow","Non Serious","Gas",84.96,522,264,173.9
"Vent Flow","Non Serious","Gas",0.26,395,0,347.5
"Vent Flow","Non Serious","Gas",263.78,436,1420,441.5
"Gas Migration","Non Serious","Gas",0,0,340,97.52
"Vent Flow/Gas Migration","Serious","Gas",0.36,247,408,336.1
"Vent Flow","Non Serious","Gas",0.5,2443,254.1,494.6
"Vent Flow","Non Serious","Gas",1,128,0,0
"Vent Flow","Non Serious","Gas",0,50,0,0
"Vent Flow","Non Serious","Gas",0,27,0,0
"Vent Flow","Non Serious","Gas",0,62,0,0
"Vent Flow","Non Serious","Not Converted",81,965,0,0
"Vent Flow","Non Serious","Not Converted",0,230,0,0
"Vent Flow","Non Serious","Gas",0,117,0,0
"Vent Flow","Non Serious","Gas",1.38,856,500,42.5
"Vent Flow","Non Serious","Gas",63,1890,0,211.52
"Vent Flow","Non Serious","Gas",4,402,997.4,427.74
"Vent Flow","Non Serious","Gas",3,606,254,335.5
"Vent Flow","Serious","Crude Oil",0.2,11300,10.5,239.6
"Vent Flow","Serious","Gas",3.5,1418,322,136.95
"Vent Flow","Serious","Gas",36.5,1620,260,106.52
"Vent Flow","Non Serious","Gas",0,206,0,0
"Vent Flow","Non Serious","Gas",1,35,223,600
"Vent Flow","Serious","Gas",0,34,0,265
"Vent Flow","Non Serious","Gas",131,827,0,385.8
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,164,0,307.5
"Vent Flow","Non Serious","Not Converted",0,83,0,0
"Vent Flow","Serious","Crude Oil",0.01,0,92,477.21
"Vent Flow/Gas Migration","Serious","Gas",5.18,40,351,105
"Vent Flow","Non Serious","Gas",1,210,179,105.93
"Vent Flow","Non Serious","Gas",0,50,0,0
"Vent Flow","Non Serious","Gas",1,230,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,75,0,0
"Vent Flow","Non Serious","Gas",6,933,0,0
"Vent Flow","Non Serious","Gas",11,152,0,0
"Vent Flow","Non Serious","Gas",22,97,0,0
"Vent Flow","Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",295,138,0,0
"Vent Flow","Non Serious","Gas",65,180,0,0
"Vent Flow","Non Serious","Gas",0,30,0,0
"Vent Flow","Non Serious","Gas",1,1035,0,0
"Vent Flow","Non Serious","Not Converted",29,1242,0,0
"Vent Flow","Non Serious","Gas",0,145,0,0
"Vent Flow","Serious","Gas",0,105,0,0
"Gas Migration","Non Serious","Gas",0,0,0,56.68
"Vent Flow","Non Serious","Gas",0.9,402,300,475.46
"Gas Migration","Serious","Gas",0.64,25,170,95.96
"Vent Flow","Non Serious","Gas",10.7,788,207,197.7
"Vent Flow","Non Serious","Gas",0.27,103,325,498.3
"Vent Flow","Non Serious","Gas",0.67,463,0,102.3
"Vent Flow","Non Serious","Gas",2.61,10,0,600
"Vent Flow","Non Serious","Gas",1.91,19,302,420.78
"Vent Flow/Gas Migration","Serious","Gas",262.4,2118,301.5,47.7
"Vent Flow","Serious","Gas",394,90,450,327.4
"Vent Flow","Serious","Gas",1,5000,0,0
"Vent Flow","Non Serious","Gas",1,70,0,0
"Vent Flow","Non Serious","Gas",2,50,0,0
"Vent Flow","Non Serious","Gas",0,1460,0,0
"Vent Flow","Serious","Gas",1109,511,0,0
"Vent Flow","Non Serious","Gas",1,665,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,572,0
"Vent Flow","Non Serious","Gas",0,110,0,0
"Vent Flow","Non Serious","Gas",0,644,0,0
"Vent Flow","Serious","Not Converted",0,357,190,0
"Vent Flow","Serious","Gas",0,1324,0,0
"Vent Flow","Non Serious","Gas",5,689,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Gas Migration","Non Serious","Gas",0,0,0,157.8
"Gas Migration","Non Serious","Gas",0,0,0,164.7
"Vent Flow","Serious","Gas",15,148,112,25.42
"Gas Migration","Non Serious","Gas",0,0,0,90.25
"Gas Migration","Non Serious","Gas",0,0,0,122.86
"Gas Migration","Non Serious","Gas",0,0,0,73.16
"Gas Migration","Non Serious","Gas",0,0,0,172.6
"Vent Flow","Non Serious","Gas",30.7,45,324,452.51
"Vent Flow","Non Serious","Gas",0.34,4,0,121.79
"Vent Flow","Non Serious","Gas",1,1134,0,251.18
"Vent Flow","Non Serious","Gas",8.2,96,253,145
"Vent Flow/Gas Migration","Serious","Gas",2,406,253,70.9
"Vent Flow","Non Serious","Gas",0.11,200,200,258
"Vent Flow","Serious","Gas",1,365,194.5,156
"Vent Flow","Non Serious","Gas",11,0,214,108.5
"Vent Flow","Serious","Gas",0,68,0,0
"Vent Flow","Serious","Gas",13,355,0,0
"Vent Flow","Serious","Gas",1,36,0,0
"Vent Flow","Serious","Gas",26,154,0,0
"Vent Flow","Serious","Gas",0,1149,0,0
"Vent Flow","Serious","Gas",0,102,0,0
"Vent Flow","Non Serious","Gas",1,0,0,0
"Vent Flow","Non Serious","Gas",0,200,0,0
"Vent Flow","Serious","Gas",1,2411,0,0
"Vent Flow","Non Serious","Gas",0,55,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,41,0,0
"Vent Flow","Non Serious","Gas",23,37,0,0
"Vent Flow","Non Serious","Gas",170,245,696,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",9,655,0,0
"Vent Flow","Non Serious","Gas",0,76,416,0
"Gas Migration","Non Serious","Gas",0,0,0,206.72
"Vent Flow","Non Serious","Gas",90.1,6,303,138
"Gas Migration","Non Serious","Gas",0,0,0,158.7
"Gas Migration","Non Serious","Gas",0,0,0,210.32
"Gas Migration","Non Serious","Gas",0,0,0,209.87
"Vent Flow","Non Serious","Gas",0.25,104,145,515.3
"Vent Flow","Non Serious","Gas",1.01,990,340,128.2
"Vent Flow","Non Serious","Gas",4.4,55,442,284.29
"Vent Flow","Serious","Non-Saline",0.67,271,223,600
"Vent Flow","Non Serious","Gas",1.4,241,250,204.5
"Vent Flow","Serious","Gas",1,150,304.5,600
"Vent Flow","Serious","Gas",7.5,650,285,67.6
"Vent Flow","Serious","Gas",0.46,319,475,185.6
"Vent Flow","Serious","Gas",1500,2100,1,216
"Vent Flow","Non Serious","Gas",171,1300,167,200
"Vent Flow","Non Serious","Gas",1,260,366,217.3
"Vent Flow","Serious","Gas",0,2200,0,0
"Vent Flow","Serious","Gas",0,103,0,0
"Vent Flow","Non Serious","Gas",1440,1975,0,192
"Vent Flow","Serious","Usable Water",3,535,0,0
"Vent Flow","Serious","Gas",0,3171,0,0
"Vent Flow","Non Serious","Gas",488,850,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,621,0,0
"Vent Flow","Non Serious","Gas",0,70,0,0
"Vent Flow","Non Serious","Not Converted",0,0,0,0
"Vent Flow","Non Serious","Gas",0.9,4,982,604.8
"Vent Flow","Non Serious","Gas",0.3,74,390.5,112.7
"Vent Flow","Serious","Gas",48,6486,2280.5,435.2
"Vent Flow","Non Serious","Gas",0.5,1,0,189.07
"Vent Flow","Non Serious","Gas",0.1,7,0,179
"Vent Flow","Non Serious","Gas",8,154,0,445.6
"Vent Flow","Serious","Gas",1,1,30,452.88
"Vent Flow","Serious","Gas",10,583,800,600
"Vent Flow","Serious","Condensate",2,4400,2560.3,600
"Vent Flow","Serious","Gas",0.1,669,14,275.31
"Vent Flow","Serious","Gas",14.9,610,101.1,102.1
"Vent Flow","Non Serious","Gas",1,0,0,0
"Vent Flow","Non Serious","Gas",0,26,0,0
"Vent Flow","Non Serious","Gas",8,247,0,92.5
"Vent Flow","Non Serious","Gas",41,66,0,29.1
"Vent Flow","Serious","Gas",269,2000,0,0
"Vent Flow","Non Serious","Gas",5,676,0,54.4
"Vent Flow","Non Serious","Gas",1,34,0,38.8
"Vent Flow","Non Serious","Gas",1,467,0,111.2
"Vent Flow","Non Serious","Gas",12,210,0,0
"Vent Flow","Non Serious","Gas",2,676,0,0
"Vent Flow","Non Serious","Gas",1,1200,0,0
"Vent Flow","Non Serious","Gas",141,0,710,0
"Vent Flow","Serious","Gas",565,2980,0,0
"Vent Flow","Non Serious","Gas",39,1345,0,0
"Vent Flow","Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,210,0,0
"Vent Flow","Non Serious","Gas",0,150,0,0
"Vent Flow","Non Serious","Gas",0,634,0,0
"Vent Flow","Non Serious","Gas",0.89,460,500,205.61
"Vent Flow","Non Serious","Gas",6.2,1770,500,439.5
"Vent Flow","Non Serious","Gas",2.83,110,218,181
"Vent Flow","Non Serious","Gas",24.6,168,375,316.7
"Vent Flow","Non Serious","Gas",1.6,1,238,252.5
"Vent Flow","Non Serious","Gas",17.7,297,3,200.3
"Vent Flow","Non Serious","Gas",7,234,195.5,383.1
"Vent Flow","Serious","Hydrocarbon Liquid",1,179,1207,0.01
"Vent Flow","Non Serious","Gas",51,135,1500,441.9
"Vent Flow","Non Serious","Gas",5,342,631,224.1
"Vent Flow","Serious","Gas",5.8,849,256,38.46
"Vent Flow","Non Serious","Gas",3.6,705,122,135
"Vent Flow","Serious","Non-Saline",3,500,315,314
"Vent Flow","Non Serious","Gas",3.4,468,76,98
"Vent Flow","Non Serious","Gas",23.66,3720,255,163
"Vent Flow","Non Serious","Gas",1.6,206,1136.5,275.1
"Vent Flow","Non Serious","Gas",0,14,0,0
"Vent Flow","Non Serious","Gas",0,110,0,0
"Vent Flow","Non Serious","Gas",8,0,0,0
"Vent Flow","Non Serious","Gas",1,0,0,0
"Vent Flow","Serious","Gas",1,24,0,0
"Vent Flow","Non Serious","Gas",1,0,0,0
"Vent Flow","Serious","Non-Saline",0.02,517,605,605.5
"Vent Flow","Non Serious","Gas",27,370,0,0
"Vent Flow","Non Serious","Gas",0,221,0,0
"Vent Flow","Non Serious","Gas",1,400,191,0
"Vent Flow","Non Serious","Gas",30,5,194,218.1
"Vent Flow","Serious","Saline",0.03,540,318,600
"Vent Flow","Non Serious","Gas",4.1,193,211.5,240.55
"Vent Flow","Non Serious","Gas",2.8,112,373,371.3
"Vent Flow","Non Serious","Gas",4,95,364,349.8
"Vent Flow","Non Serious","Gas",1.42,441,202.9,209.5
"Vent Flow","Non Serious","Gas",0.01,1,0,600
"Vent Flow","Non Serious","Gas",0.06,4,0,449.21
"Vent Flow","Non Serious","Gas",0.01,11,0,443
"Vent Flow","Non Serious","Gas",2.15,335,0,449.19
"Vent Flow","Non Serious","Gas",0.46,20,0,277.31
"Vent Flow","Serious","Gas",387,843,42,350
"Vent Flow","Serious","Gas",701,457,820,376.39
"Vent Flow","Serious","Gas",6.1,14,1200,592.49
